0.0,0.35386
0.008,0.35679
0.016,0.35875
0.024,0.36168
0.032,0.36364
0.04,0.36559
0.048,0.36657
0.056,0.36852
0.064,0.36852
0.072,0.36852
0.08,0.36852
0.088,0.36755
0.096,0.36657
0.104,0.36559
0.112,0.36168
0.12,0.35875
0.128,0.35288
0.136,0.34702
0.144,0.34115
0.152,0.33431
0.16,0.32747
0.168,0.3216
0.176,0.31183
0.184,0.30303
0.192,0.29228
0.2,0.28152
0.208,0.26882
0.216,0.25611
0.224,0.24242
0.232,0.22874
0.24,0.21799
0.248,0.20626
0.256,0.19648
0.264,0.18768
0.272,0.17791
0.28,0.16911
0.288,0.16129
0.296,0.15347
0.304,0.14663
0.312,0.14076
0.32,0.13685
0.328,0.13294
0.336,0.13001
0.344,0.1261
0.352,0.12414
0.36,0.12121
0.368,0.11926
0.376,0.11632
0.384,0.11437
0.392,0.11241
0.4,0.11046
0.408,0.1085
0.416,0.10655
0.424,0.10557
0.432,0.10166
0.44,0.098729
0.448,0.094819
0.456,0.089932
0.464,0.086022
0.472,0.082111
0.48,0.078201
0.488,0.075269
0.496,0.070381
0.504,0.065494
0.512,0.060606
0.52,0.054741
0.528,0.048876
0.536,0.043988
0.544,0.038123
0.552,0.033236
0.56,0.028348
0.568,0.024438
0.576,0.022483
0.584,0.01955
0.592,0.01955
0.6,0.018573
0.608,0.01955
0.616,0.021505
0.624,0.02346
0.632,0.026393
0.64,0.030303
0.648,0.035191
0.656,0.042033
0.664,0.049853
0.672,0.060606
0.68,0.070381
0.688,0.082111
0.696,0.094819
0.704,0.10753
0.712,0.12121
0.72,0.13392
0.728,0.14663
0.736,0.15934
0.744,0.17107
0.752,0.18475
0.76,0.19746
0.768,0.21114
0.776,0.22581
0.784,0.23754
0.792,0.25024
0.8,0.26197
0.808,0.2737
0.816,0.28446
0.824,0.29521
0.832,0.30596
0.84,0.31672
0.848,0.32845
0.856,0.34018
0.864,0.35191
0.872,0.36364
0.88,0.37439
0.888,0.38514
0.896,0.39394
0.904,0.40371
0.912,0.41447
0.92,0.42522
0.928,0.43793
0.936,0.44966
0.944,0.46139
0.952,0.47312
0.96,0.48387
0.968,0.4956
0.976,0.50831
0.984,0.52199
0.992,0.53568
1.0,0.55034
1.008,0.56696
1.016,0.5826
1.024,0.59922
1.032,0.61681
1.04,0.63245
1.048,0.64712
1.056,0.66178
1.064,0.67546
1.072,0.69013
1.08,0.70381
1.088,0.71848
1.096,0.73314
1.104,0.74682
1.112,0.76051
1.12,0.77322
1.128,0.78592
1.136,0.79863
1.144,0.81232
1.152,0.826
1.16,0.83969
1.168,0.85435
1.176,0.86999
1.184,0.88465
1.192,0.90029
1.2,0.91496
1.208,0.92864
1.216,0.94135
1.224,0.95503
1.232,0.96774
1.24,0.98143
1.248,0.9912
1.256,1.0
1.264,1.0
1.272,1.0
1.28,1.0
1.288,1.0
1.296,1.0
1.304,1.0
1.312,1.0
1.32,1.0
1.328,1.0
1.336,1.0
1.344,1.0
1.352,1.0
1.36,1.0
1.368,1.0
1.376,1.0
1.384,1.0
1.392,1.0
1.4,1.0
1.408,1.0
1.416,1.0
1.424,1.0
1.432,1.0
1.44,1.0
1.448,1.0
1.456,1.0
1.464,1.0
1.472,1.0
1.48,1.0
1.488,1.0
1.496,1.0
1.504,1.0
1.512,1.0
1.52,1.0
1.528,1.0
1.536,1.0
1.544,1.0
1.552,1.0
1.56,1.0
1.568,1.0
1.576,1.0
1.584,1.0
1.592,1.0
1.6,1.0
1.608,1.0
1.616,1.0
1.624,1.0
1.632,0.98925
1.64,0.97849
1.648,0.95894
1.656,0.93939
1.664,0.91887
1.672,0.89834
1.68,0.87879
1.688,0.85924
1.696,0.84066
1.704,0.82307
1.712,0.80352
1.72,0.78495
1.728,0.76442
1.736,0.74487
1.744,0.7263
1.752,0.70772
1.76,0.6911
1.768,0.67351
1.776,0.65689
1.784,0.6393
1.792,0.62366
1.8,0.60704
1.808,0.59238
1.816,0.57771
1.824,0.565
1.832,0.5523
1.84,0.54252
1.848,0.53275
1.856,0.52493
1.864,0.51711
1.872,0.51026
1.88,0.5044
1.888,0.49951
1.896,0.4956
1.904,0.49169
1.912,0.48778
1.92,0.48485
1.928,0.48192
1.936,0.47898
1.944,0.47703
1.952,0.47507
1.96,0.47312
1.968,0.47116
1.976,0.47019
1.984,0.46823
1.992,0.46725
2.0,0.4653
2.008,0.46432
2.016,0.46139
2.024,0.45943
2.032,0.4565
2.04,0.45357
